qualtrics_id	list_languages	english_best	attention_check1	SES	political_scale	political_interest	attention_check2	schooling_level	gender	lived_cities	sexual_orientation	age	race_ethnicity	data_collection_group	political_scale_str	schooling_level_str	sex_or	language.clean	gender.clean	race.nih	ethnicity.nih
R_cBZJa3IAjeO0kJb		Yes	TRUE	430	5	5	FALSE	3	Male	Long Beach, California, United States	Heterosexual	43	azteca, cheeroke, spainard, cacasauion.	round1	Slightly Conservative	Some college	Straight	English	male	Multiple Races	Hispanic
R_2VQmEDuSGxHMXBM		Yes	TRUE	744	3	4	TRUE	4	Male	New Haven, Connecticut, United States;Los Angeles, California, United States	Heterosexual	56	Black	round1	Slightly Liberal	Associate Degree	Straight	English	male	Black	Not Hispanic
R_1f18PJOY1vRnJXM	Chinese;Korean;Japanese;Spanish;German	Yes	TRUE	479	4	3	TRUE	3	Male	Los Angeles, California, United States;Honolulu, Hawaii, United States;Maui;Kawaii;All the Hawaiian Island;Hong Kong, China;Osaka, Japan;Tokyo, Japan;Atlanta, Georgia, United States;Sierra Vista, Arizona, United States;Tacoma, Washington, United States;Las Vegas, Nevada, United States;Saigon, Vietnam;Hong Kong	Heterosexual	53	Chinese American	round1	Neutral	Some college	Straight	Chinese	male	Asian	Not Hispanic
R_2EBt7YqYXsY0kXp		Yes	TRUE	166	4	7	TRUE	2	male	Ohio;New Mexico;Arizona;Georgia	Heterosexual	55	African-American	round1	Neutral	HS or GED	Straight	English	male	Black	Not Hispanic
R_11cQkXrWwfmXWLr	Arabic (Egyptian)	Yes	TRUE	605	2	2	TRUE	5	Male	Oakland, California, United States;Cairo, Egypt;Charleston, South Carolina, United States;Fayetteville, Arkansas, United States;Cleveland, Ohio, United States;Columbus, Ohio, United States;Los Angeles, California, United States	Gay as fuck	23	Egyptian American	round1	Moderately Liberal	Bachelor's Degree	LGBTQIA+	Arabic (Egyptian)	male	White	Not Hispanic
R_2VLbiekyzGprx1b		Yes	TRUE	482	4	1	TRUE	5	Female	Shenongjia Hubei Province China;Los Angeles,  California;Cincinnati, Ohio;Youngstown, Ohio;Novato, California	Bisexual	28	African-American	round1	Neutral	Bachelor's Degree	LGBTQIA+	English	female	Black	Not Hispanic
R_9MpspbfQlUH2kKd		Yes	TRUE	590	4	4	TRUE	3	Male	Los Angeles, California, United States	Heterosexual	50	Black	round1	Neutral	Some college	Straight	English	male	Black	Not Hispanic
R_3Od0d0KbWrkWhve		Yes	TRUE	694	5	1	TRUE	3	Male	Los Angeles, California, United States;Sacramento, California, United States;San Gabriel, California, United States;Pasadena California;South Los Angeles California	Heterosexual	37	Italian American;Hungarian;German American	round1	Slightly Conservative	Some college	Straight	English	male	White	Not Hispanic
R_3ReVfZthNNmY0ae	Spanish	Yes	TRUE	769	4	2	TRUE	3	Male	Los Angeles, California, United States	Heterosexual;Straight	32	Mexican American;Latino/a American;Hispanic	round1	Neutral	Some college	Straight	Spanish	male	NR	Hispanic
R_6VWE6GQIFk55PI5		Yes	TRUE	674	3	3	TRUE	2	Male	Miami, Florida, United States;Oakland, California, United States;Sacramento, California, United States;Seoul, Korea	Straight	55	African-American	round1	Slightly Liberal	HS or GED	Straight	English	male	Black	Not Hispanic
R_1DIHC6dyBkpuJBc	Spanish	Yes	TRUE	773	3	5	FALSE	3	Male	Los Angeles, California, United States	Straight	48	Black;Caribbean Africa SPINASH	round1	Slightly Liberal	Some college	Straight	Spanish	male	Black	Hispanic
R_2BkE5jebQcOMaeA		Yes	TRUE	425	6	4	TRUE	2	Female	Compton, California, United States;Little Rock, Arkansas, United States;Houston, Texas, United States;Los Angeles, California, United States	Straight	37	Black	round1	Moderately Conservative	HS or GED	Straight	English	female	Black	Not Hispanic
R_sIo4EMl549roYSd		Yes	TRUE	339	3	6	TRUE	5	male	Washington, D.C.;Philadelphia, Pennsylvania, United States;New York, New York, United States;Los Angeles, California, United States	straight	45	African-American	round1	Slightly Liberal	Bachelor's Degree	Straight	English	male	Black	Not Hispanic
R_2S02env9Jv4fMyM	Spanish	No	FALSE	670	5	5	TRUE	3	Male	Lima,Peru;San Salvador, El Salvador;New York, New York, United States;Los Angeles, California, United States	Heterosexual	48	Latino/a American;South Asian	round1	Slightly Conservative	Some college	Straight	Spanish	male	Asian	Hispanic
R_A1cS2hHTiZ2EfIZ	Spanish, Russian, French	Yes	TRUE	595	5	5	TRUE	6	Female	New York, New York, United States;Los Angeles, California, United States	Straight	44	Hispanic;Cuban American	round1	Slightly Conservative	Master's Degree	Straight	Spanish	female	NR	Hispanic
R_1ikaivHGKQwAw3B		Yes	TRUE	603	3	3	TRUE	3	Male	Los Angeles, California, United States	Heterosexual	52	afro american	round1	Slightly Liberal	Some college	Straight	English	male	Black	Not Hispanic
R_qVEcKbKewwF2tyN	chinese;cantonese;hokkien;teochew;japanese;english	No	TRUE	790	2	5	TRUE	5	Male	singapore;kuala lumpur;bangkok;tokyo;osaka;los angeles;san francisco;palm springs;indian wells;hong kong;seattle;las vegas	straight	57	asian	round1	Moderately Liberal	Bachelor's Degree	Straight	Cantonese	male	Asian	Not Hispanic
R_1rqMZ60pcSEgbML	spanish	Yes	TRUE	763	2	3	TRUE	2	Male	Los Angeles, California, United States;Las Vegas, Nevada, United States	Straight	23	Latino/a American	round1	Moderately Liberal	HS or GED	Straight	Spanish	male	NR	Hispanic
R_2qmzeS7P98KLQa4	English	Yes	TRUE	429	5	5	FALSE	4	male	Los Angeles, California, United States	Heterosexual	52	Black	round1	Slightly Conservative	Associate Degree	Straight	English	male	Black	Not Hispanic
R_1ln1CHry0pqi6lx	Spanish	Yes	TRUE	971	2	1	TRUE	1	Male	Los Angeles, California, United States;Fort Worth, Texas, United States	straight	33	Hispanic	round1	Moderately Liberal	Some HS	Straight	Spanish	male	NR	Hispanic
R_3p2SuvV4NdBq6NW	spanish	Yes	FALSE	471	3	5	FALSE	2	male	Los Angeles, California, United States	Straight	30	Mexican American	round1	Slightly Liberal	HS or GED	Straight	Spanish	male	NR	Hispanic
R_5bBHTOHTPVt6c1P		Yes	TRUE	515	5	4	TRUE	1	Female	Los Angeles, California, United States;Tucson, Arizona, United States	Straight	18	African-American;Hispanic	round1	Slightly Conservative	Some HS	Straight	English	female	Black	Hispanic
R_2Ck0Hv6ec9x0c9P		Yes	TRUE	562	4	2	TRUE	5	Female	Staten Island, New York, United States;West Los Angeles, California, United States;South Central Los Angeles, California, United States	Heterosexual	51	American Jewish;Black	round1	Neutral	Bachelor's Degree	Straight	English	female	Black	Not Hispanic
R_33C3AYSbZYhWA99		Yes	TRUE	678	3	4	FALSE	5	Female	Los Angeles, California, United States;Berkeley, California, United States;Adelanto, California, United States;Redlands, California, United States	Straight	37	Black	round1	Slightly Liberal	Bachelor's Degree	Straight	English	female	Black	Not Hispanic
R_3emO63cyClKCoX1		Yes	TRUE	552	2	6	TRUE	3	Male	los angeles ca	Heterosexual	56	African-American	round1	Moderately Liberal	Some college	Straight	English	male	Black	Not Hispanic
R_1LTCXNMHzqCiCac		Yes	TRUE	466	1	1	TRUE	3	Male	Los Angeles, California, United States;Fresno, California, United States;Oakland, California, United States	Straight	32	Black;White;French	round1	Very Liberal	Some college	Straight	English	male	Multiple Races	Not Hispanic
R_2TUjTIuQf4isKia		Yes	TRUE	494	2	3	TRUE	3	Female	I live In Los Angeles;In Baldwin Hills;Inglewood, California, United States;South Central	Male	60	African-American	round1	Moderately Liberal	Some college	Straight	English	female	Black	Not Hispanic
R_2c5gtcfbbNnDcUY	Spanish	Yes	TRUE	939	2	7	TRUE	5	Male;cis	Calexico, California, United States;San Diego, California, United States;La Jolla, California, United States;Chula Vista, California, United States;South Pasadena, California, United States;Pomona, California, United States;Los Angeles, California, United States;Paris, France	Gay	42	White;Hispanic;Latino/a American	round1	Moderately Liberal	Bachelor's Degree	LGBTQIA+	Spanish	male	White	Hispanic
R_qCq5qonpwq61jah	Old English	Yes	TRUE	451	4	4	FALSE	4	Female	losangeles;Los Angeles, California, United States	Gay	28	African-American	round1	Neutral	Associate Degree	LGBTQIA+	English	female	Black	Not Hispanic
R_bkZO7MUHX3EgsJH	little spanish	Yes	TRUE	758	3	2	FALSE	3	Female	Los Angeles, California, United States;Gardena, California, United States;Long Beach, California, United States;Paramount, California, United States;Lancaster, California, United States	lesiban	33	Black	round1	Slightly Liberal	Some college	LGBTQIA+	Spanish	female	Black	Not Hispanic
R_3nPqTUmuVlovBii		Yes	TRUE	607	4	1	TRUE	3	Male	Los Angeles, California, United States;Jackson, Mississippi, United States	Heterosexual	56	Black Jewish	round1	Neutral	Some college	Straight	English	male	Black	Not Hispanic
R_2w5JtqyycuNHNBl		Yes	TRUE	609	3	3	TRUE	4	Female	Los Angeles, California, United States	Heteroflexible	55	Black	round1	Slightly Liberal	Associate Degree	LGBTQIA+	English	female	Black	Not Hispanic
R_33Cj7KrnTUcmqfz	Spanish	Yes	TRUE	798	6	5	TRUE	5	Male	West Covina, California, United States;Covina, California, United States;Pasadena, California, United States;Avenal, California, United States	Heterosexual	47	Mexican American	round1	Moderately Conservative	Bachelor's Degree	Straight	Spanish	male	NR	Hispanic
R_2aahrnjCORo5fg0	Spanish, Garifuna	Yes	TRUE	674	3	5	FALSE	5	Female	Livingston, Guatemala;Brooklyn, New York, United States;New York, New York, United States;Sierra Vista, Arizona, United States;Los Angeles, California, United States	Heterosexual	40	Hispanic	round1	Slightly Liberal	Bachelor's Degree	Straight	Spanish	female	NR	Hispanic
R_1FJp4SRV8ni6s81	Spanish	Yes	TRUE	854	1	6	TRUE	3	Female	Los Angeles, California, United States	Bisexual	22	Mexican-American	round1	Very Liberal	Some college	LGBTQIA+	Spanish	female	NR	Hispanic
R_3dNim0moT5xx7T0		Yes	TRUE	405	5	5	TRUE	4	Female	Los Angeles;California;Fontana California;Mesquite Nevada	Heterosexual	57	Hispanic	round1	Slightly Conservative	Associate Degree	Straight	English	female	NR	Hispanic
R_2Toggmc212aeg2d		Yes	TRUE	506	2	6	TRUE	6	Female	Los Angeles, California;San Francisco, California, United States;New York, New York, United States	Straight	28	Black;Native American;Irish	round1	Moderately Liberal	Master's Degree	Straight	English	female	Multiple Races	Not Hispanic
R_27UbKCa2OxwFm0S	Spanish	Yes	FALSE	854	4	7	TRUE	3	Gender Fluid	Los Angeles, California, United States	Pansexual	23	Angelino	round1	Neutral	Some college	LGBTQIA+	Spanish	Other	NR	NR
R_3L69LcS9j2TkLzZ	spanish	Yes	TRUE	534	2	4	FALSE	4	Male	Los Angeles, California, United States	Straight	42	hispanic	round1	Moderately Liberal	Associate Degree	Straight	Spanish	male	NR	Hispanic
R_116O2rIm4DqX1I2		Yes	TRUE	985	3	1	TRUE	2	Female	Charleston, Arkansas, United States;new mexico	Bisexual	26	Caucasian	round1	Slightly Liberal	HS or GED	LGBTQIA+	English	female	White	Not Hispanic
R_1kIGeKtX1c3Czwy	Spanish	No	TRUE	429	6	5	FALSE	6	Female	Los Angeles, California, United States;Guadalajara, Guadalajara, Jalisco, Mexico	Heterosexual	26	Latin	round1	Moderately Conservative	Master's Degree	Straight	Spanish	female	NR	Hispanic
R_1CrQvou1DAGNE1h	Spanish	Yes	TRUE	883	2	2	TRUE	3	Male	Los Angeles, California, United States;Santa Barbara, California, United States	Straight	25	Latino/a American	round1	Moderately Liberal	Some college	Straight	Spanish	male	NR	Hispanic
R_31assbQkkt0xxZl	spanish	Yes	TRUE	894	1	5	TRUE	2	Female	Los Angeles, California, United States;Guadalajara, Mexico	Bisexual	23	Mexican American	round1	Very Liberal	HS or GED	NA	NA	NA	NA	NA
R_3HUe3ZRpqUBWxto	Spanish.	Yes	TRUE	718	1	7	TRUE	3	I Identify as Male	Boyle Heights, California, United States;San Gabriel, California, United States	Straight	27	Pocho.	round1	Very Liberal	Some college	Straight	Spanish	male	NR	Hispanic
R_1Q4bHcdNzviptbH	Spanish	Yes	TRUE	766	2	5	TRUE	3	Male	Los Angeles, California, United States;Culiacan, Sinaloa, Mexico;Tijuana, Mexico;Oakland, California, United States;Berkeley, California, United States	fag	26	mexican	round1	Moderately Liberal	Some college	LGBTQIA+	Spanish	male	NR	Hispanic
R_8BLR4bkonAdqIil	Spanish	Yes	TRUE	720	2	6	TRUE	3	male	Montebello, California, United States;Boyle Heights, California, United States;Huntington Park, California, United States	Heterosexual	23	Latino/a American	round1	Moderately Liberal	Some college	Straight	Spanish	male	NR	Hispanic
R_3Pk93F0LhuJHRo6	Spanish	Yes	TRUE	716	2	6	TRUE	5	Male	Los Angeles, California, United States;Arcata, California, United States	Straight	25	Mexican American;Southern American Indigenous Person;Zapotec	round1	Moderately Liberal	Bachelor's Degree	Straight	Spanish	male	American Indian	Hispanic
R_1HcmEHH8Wbm4YLS	intermediate spanish	Yes	TRUE	862	1	1	FALSE	3	Female	Los Angeles, California, United States	Straight	29	Black	round1	Very Liberal	Some college	Straight	Spanish	female	Black	Not Hispanic
R_3fVmb0k09ahEaD2	,none.	Yes	TRUE	174	7	7	FALSE	7	Male	Los Angeles, California, United States	Straight	25	Caucasian	round1	Very Conservative	Professional/Doctorate	Straight	English	male	White	Not Hispanic
R_2S3sQla6nbOcRYy	Spanish, ASL (American Sign Language)	Yes	TRUE	867	2	7	TRUE	3	Male	Los Angeles, California, United States	Staight	26	Mexican American	round1	Moderately Liberal	Some college	Straight	Spanish	male	NR	Hispanic
R_3rINJ5T7EM1k1WX	English;Tagalog;Spanish	Yes	TRUE	597	6	4	TRUE	3	male	Los Angeles, California, United States;New York, New York, United States;Manila, Philippines;Miami, Florida, United States	Bisexual	52	Filipino;Latin	round1	Moderately Conservative	Some college	LGBTQIA+	Tagalog	male	Asian	Hispanic
R_2CUM34WpI4RxFDz	Korean;Mandarin Chinese	Yes	TRUE	425	3	3	TRUE	3	Male	Los Angeles, California, United States	Straight	19	Korean	round1	Slightly Liberal	Some college	Straight	Korean	male	Asian	Not Hispanic
R_1r8EdJHYYojDjMh	Spanish	Yes	TRUE	469	3	1	TRUE	2	Male	Los Angeles, California, United States	Heterosexual	20	Hispanic	round1	Slightly Liberal	HS or GED	Straight	Spanish	male	NR	Hispanic
R_pir75TfQmafwnIJ	Spanish	Yes	TRUE	544	2	3	TRUE	3	Male	Boston, Massachusetts, United States	Female	23	Mexican American	round1	Moderately Liberal	Some college	Straight	Spanish	male	NR	Hispanic
R_1JVkMpdmDHoYHbY	Old English	Yes	TRUE	660	3	4	TRUE	5	Female	Los Angeles, California, United States	Straight	53	African American	round1	Slightly Liberal	Bachelor's Degree	Straight	English	female	Black	Not Hispanic
R_3iVvTNpKuIc5JjU	Spanish;French	Yes	TRUE	539	2	5	TRUE	5	Male	Chicago, Illinois, United States;San Diego, California, United States;Philadelphia, Pennsylvania, United States;Los Angeles, California, United States	Gay	50	Caucasian	round1	Moderately Liberal	Bachelor's Degree	LGBTQIA+	Spanish	male	White	Not Hispanic
R_29hS8k1jQP4PFsZ		Yes	TRUE	171	7	1	TRUE	1	male	Los Angeles, California, United States;Chicago, Illinois, United States;Houston, Texas, United States;Phoenix, Arizona, United States	women	51	human	round1	Very Conservative	Some HS	Straight	English	male	NR	NR
R_3D0c4fqlwbyL7Ha	Spanish	Yes	TRUE	673	2	5	FALSE	2	Female	Los Angeles, California, United States	Straight	48	Black	round1	Moderately Liberal	HS or GED	Straight	Spanish	female	Black	Not Hispanic
R_26eydOz7HWjvSR6	Spanish	Yes	TRUE	827	2	1	TRUE	1	Male	Los Angeles, California, United States	Gay	38	Hispanic	round1	Moderately Liberal	Some HS	LGBTQIA+	Spanish	male	NR	Hispanic
R_2qg7HPWGYt7dzwM	Spanish	Yes	TRUE	651	1	1	TRUE	5	non conforming	Los Angeles, California, United States;Rio Verde, San Luis Potosi Mexico;Santa Barbara, California, United States;Brooklyn, New York, United States	fluid	27	brown	round1	Very Liberal	Bachelor's Degree	LGBTQIA+	Spanish	Other	NR	NR
R_1LHyL9GDafqPSFn		Yes	TRUE	515	2	6	TRUE	7	Male	Canton, Ohio, United States;San Diego, California, United States;Long Beach, California, United States;Pearl Harbor, Hawaii;Vallejo, California, United States;Cleveland, Ohio, United States;Hollywood, California, United States;Los Angeles, California, United States	Straight	65	Caucasion	round1	Moderately Liberal	Professional/Doctorate	Straight	English	male	White	Not Hispanic
R_e3WoGzd13vGQzD3	French	Yes	TRUE	542	5	5	TRUE	3	Female	Enfield Center New Hampshire;Los Angeles, California, United States	Straight	47	White	round1	Slightly Conservative	Some college	Straight	French	female	White	Not Hispanic
R_2ZKZt45D4RyCvF5		Yes	TRUE	487	5	7	FALSE	2	male	san fransco;atlanta;los angeles	Straight	51	White	round1	Slightly Conservative	HS or GED	Straight	English	male	White	Not Hispanic
R_2ZQQxc51YXd3yLG	english	Yes	TRUE	531	5	5	FALSE	5	female	Detroit, Michigan, United States;Los Angeles, California, United States	Heterosexual	27	African-American	round1	Slightly Conservative	Bachelor's Degree	Straight	English	female	Black	Not Hispanic
R_3esiYrVsmaaVuxc		Yes	TRUE	811	4	3	TRUE	3	Female	Los Angeles, California, United States;Las Vegas, Nevada, United States;Monroe, Louisiana, United States	Gay	39	African-American	round1	Neutral	Some college	LGBTQIA+	English	female	Black	Not Hispanic
R_12EjT7RxOQCHSTh	Old English	Yes	TRUE	601	5	5	FALSE	5	Female	Los Angeles, California, United States;Las Vegas, Nevada, United States;Baltimore, Maryland, United States	Lesbian	48	BELIZEAN	round1	Slightly Conservative	Bachelor's Degree	LGBTQIA+	English	female	NR	NR
R_3I44ycHqWb44qpS	hawaiin	Yes	TRUE	592	5	6	TRUE	2	Male	Bernard, Iowa, United States;Dubuque, Iowa, United States;Muskogee, Oklahoma, United States;Naples, Florida, United States;Hana, Hawaii, United States;Los Angeles, California, United States;hollywood ca	Straight	53	human	round1	Slightly Conservative	HS or GED	Straight	Hawaiian	male	NR	NR
R_32KDlRzqkm1BqnK		Yes	TRUE	567	5	5	TRUE	5	Female	Oklahoma City, Oklahoma, United States;Tulsa, Oklahoma, United States;Houston, Texas, United States;Los Angeles, California, United States	Straight	59	African-American	round1	Slightly Conservative	Bachelor's Degree	Straight	English	female	Black	Not Hispanic
R_2sU4CHt784Da7tm		Yes	TRUE	432	3	3	FALSE	2	Male;lLlL	Los Angeles, California, United States;Brooklyn, New York, United States;Columbus, Ohio, United States	Heterosexual;4	49	AFRO AMERICAN	round1	Slightly Liberal	HS or GED	Straight	English	male	Black	Not Hispanic
R_bseMNnz7yZLLOMx	Spanish	Yes	TRUE	313	3	7	TRUE	3	Male	Chicago, Illinois, United States;San Diego, California, United States;Long Beach, California, United States	Heterosexual	20	Mexican American	round1	Slightly Liberal	Some college	Straight	Spanish	male	NR	Hispanic
R_2Bxsg4zd26JHXql	spanish	Yes	TRUE	664	5	3	FALSE	3	Male	Los Angeles, California, United States	MARRIED	49	Black	round1	Slightly Conservative	Some college	NA	NA	NA	NA	NA
R_2BnfGrLj9A3UVtF	French	No	TRUE	547	3	2	TRUE	7	Male	Grenoble, France;Marseilles, France;Los Angeles, California	Heterosexual	31	white caucasian	round1	Slightly Liberal	Professional/Doctorate	Straight	French	male	White	Not Hispanic
R_24uZevWxnrYO9XI	Spanish	Yes	TRUE	389	3	3	FALSE	2	Male	Los Angeles, California, United States;Pomona, California, United States;La Puente, California, United States;San Bernardino, California, United States;Granger, Washington, United States;Tacoma, Washington, United States;Azusa, California, United States;Highland, California, United States;Yucaipa, California, United States	Straight	24	Mexican American	round1	Slightly Liberal	HS or GED	Straight	Spanish	male	NR	Hispanic
R_1LZtMjog4i7Lijg	korean	No	TRUE	494	2	5	FALSE	5	female	Los Angeles, California, United States	Heterosexual	55	Asian	round1	Moderately Liberal	Bachelor's Degree	Straight	Korean	female	Asian	Not Hispanic
R_2dWre3wfbnS9amW	Korean	Yes	TRUE	587	2	5	TRUE	5	trans man	Los Angeles, California, United States;Berkeley, California, United States	queer	26	Asian;Korean American	round1	Moderately Liberal	Bachelor's Degree	LGBTQIA+	Korean	male	Asian	Not Hispanic
R_29puVdQCF4O1vEq	Korean;Spanish	Yes	TRUE	422	2	3	TRUE	6	Female	Los Angeles, California, United States;East Hollywood, CA	Straight	30	Korean	round1	Moderately Liberal	Master's Degree	Straight	Korean	female	Asian	Not Hispanic
R_1pQjc4RwVRiCaA9	Hebrew;Russian;French;Bambara;Hausa;Arabic (Modern Standard)	No	TRUE	677	3	2	TRUE	5	Female	Herzliya, Tel Aviv District, Israel	Bisexual	23	White	round1	Slightly Liberal	Bachelor's Degree	LGBTQIA+	Hebrew	female	White	Not Hispanic
R_XmRKVc33C5sZ88p		Yes	TRUE	677	2	2	TRUE	6	Male	Bay Springs, Mississippi, United States;Colorado Springs, Colorado, United States;Boulder, Colorado, United States;Los Angeles, California, United States	Straight	26	African-American	round1	Moderately Liberal	Master's Degree	Straight	English	male	Black	Not Hispanic
R_STrYLr8lNNjOWC5	Mandarin Chinese;Spanish	Yes	TRUE	451	1	2	TRUE	2	Female	Folsom, California, United States;Sacramento, California, United States;Los Angeles, California, United States	Straight	19	Chinese American	round1	Very Liberal	HS or GED	Straight	Mandarin	female	Asian	Not Hispanic
R_2PtbF7oEQ3BMaF3	Spanish	Yes	TRUE	492	2	4	FALSE	5	Female	Los Angeles, California, United States;Guanajuato, Guanajuato, Mexico	Straight	25	Hispanic	round1	Moderately Liberal	Bachelor's Degree	Straight	Spanish	female	NR	Hispanic
R_ALmmttrE90nUpNL	Khmer	Yes	TRUE	840	3	2	TRUE	3	Male	Los Angeles, California, United States;Rosemead, California, United States	Straight	25	Cambodian	round1	Slightly Liberal	Some college	Straight	Khmer	male	Asian	Not Hispanic
R_2OUy6tJrqyjtsFv	Spanish and Japanese	Yes	TRUE	665	4	2	TRUE	4	Male	Long Beach, California, United States;South Gate, California, United States;Huntington Park, California, United States;El Monte, California, United States;Los Angeles, California, United States	Straight	26	Latino	round1	Neutral	Associate Degree	Straight	Spanish	male	NR	Hispanic
R_2XnGltSUYLG6zNo	Tagalog	Yes	TRUE	252	3	3	FALSE	3	female	Los Angeles, California, United States	Bisexual	27	filipino	round1	Slightly Liberal	Some college	LGBTQIA+	Tagalog	female	Asian	Hispanic
R_31GZr9UAXcSQZ2C		Yes	TRUE	904	5	6	TRUE	4	Female	Palmdale, California, United States;Canyon Country, California, United States;Agoura Hills, California, United States;Camarillo, California, United States;Bellflower, California, United States;Long Beach, California, United States;Lakewood, California, United States;Las Vegas, Nevada, United States;Beluxee(?), Mississippi;San Antonio, Texas, United States;La Habra, California, United States;Torrance, California, United States;Buena Park, California, United States;Carson, California, United States	Straight	25	African-American	round1	Slightly Conservative	Associate Degree	Straight	English	female	Black	Not Hispanic
R_PuqKTb3Nd3Ld2uJ		Yes	TRUE	684	4	2	TRUE	3	Female	Los Angeles, California;Henderson, Nevada;San Antonio, Texas	Straight	23	African-American	round1	Neutral	Some college	Straight	English	female	Black	Not Hispanic
R_REyso7CKIJVtzQR		Yes	TRUE	728	4	4	FALSE	2	Female	Los Angeles, California, United States;Jacksonville, Florida, United States;Renton, Washington, United States;Everett, Washington, United States;Humble, Texas, United States;San Diego, California, United States	Straight	19	Black	round1	Neutral	HS or GED	Straight	English	female	Black	Not Hispanic
R_3PZdSjYm2XlZN9A	Spanish	Yes	TRUE	604	2	1	TRUE	2	Male	Los Angeles, California, United States	Straight	18	Hispanic	round1	Moderately Liberal	HS or GED	Straight	Spanish	male	NR	Hispanic
R_9B3nTHnWtyyecet	Spanish	Yes	TRUE	656	4	5	FALSE	2	Male	Los Angeles, California, United States	Straight	18	Hispanic	round1	Neutral	HS or GED	Straight	Spanish	male	NR	Hispanic
R_9RG23tAVzp4b09H		Yes	TRUE	644	4	4	TRUE	4	Female	Los Angeles, California, United States;Riverside, California, United States	Heterosexual	56	African-American	round1	Neutral	Associate Degree	Straight	English	female	Black	Not Hispanic
R_3C1BDaREYJhc2SR		Yes	TRUE	700	6	2	TRUE	3	Female	South Central L.A.;Alington Heights;Louisiana;Seattle;Las Vegas;San Diego;Bellvue WA.	Lesbian	54	Black	round1	Moderately Conservative	Some college	LGBTQIA+	English	female	Black	Not Hispanic
R_bNQASffqViGVm0N	Mandarin Chinese	Yes	TRUE	259	3	5	TRUE	5	Female	Atlanta, Georgia, United States;Conyers, Georgia, United States;Decatur, Georgia, United States;Roxbury, Massachusetts, United States;Dorchester, Massachusetts, United States;Athol, Massachusetts, United States;Harlem, New York, United States;Manhattan, New York, United States;Brooklyn, New York, United States;Bronx, New York, United States;Queens, New York, United States;Auckland, New Zealand	Straight	40	Guyanese;Black-American;Cree Tribe Native American;Dutch;Irish;Jewish;Chinese	round1	Slightly Liberal	Bachelor's Degree	Straight	Mandarin	female	Multiple Races	Not Hispanic
R_3hztxFjxTnrCM0M	Spanish	Yes	TRUE	682	3	3	TRUE	3	Female	Los Angeles, California, United States	Heterosexual	25	Mexican	round1	Slightly Liberal	Some college	Straight	Spanish	female	NR	Hispanic
R_268seMjftocj0ps	Spanish	No	TRUE	714	2	5	TRUE	2	Male	Los Angeles, California, United States	Straight	25	human race american born mexican decent	round1	Moderately Liberal	HS or GED	Straight	Spanish	male	NR	Hispanic
R_pfIfuU7tCAT0vNn	Spanish;English	Yes	TRUE	850	5	5	FALSE	2	Female	Los Angeles, California, United States	Straight	26	Mexican American	round1	Slightly Conservative	HS or GED	Straight	Spanish	female	NR	Hispanic
R_3MbTEGD21vso05F	Spanish	Yes	TRUE	773	3	5	TRUE	4	Female	Los Angeles;San Gabriel Valley	Straight	37	Hispanic	round1	Slightly Liberal	Associate Degree	Straight	Spanish	female	NR	Hispanic
R_27rR9BJy01i76XO		Yes	TRUE	635	5	3	FALSE	3	Female	Los Angeles, California, United States	Straight	23	Filipino	round1	Slightly Conservative	Some college	NA	NA	NA	NA	NA
R_3GkbfuR76o8ypT4		Yes	TRUE	771	3	3	TRUE	2	Female	Los Angeles, California, United States;Honolulu, Hawaii, United States;San Diego, California, United States;Santa Ana, California, United States;San Francisco, California, United States;Las Vegas, Nevada, United States;Henderson, Nevada, United States	Bisexual	26	Latino/a American	round1	Slightly Liberal	HS or GED	LGBTQIA+	English	female	NR	Hispanic
